otu_id,lowest_taxonomic_unit_found
111,Bacteria
112,Bacteria
113,Bacteria
114,Bacteria
115,Bacteria
116,Bacteria
117,Bacteria
118,Bacteria
119,Bacteria
120,Bacteria
121,Bacteria
122,Bacteria
123,Bacteria
124,Bacteria
125,Bacteria
126,Bacteria
127,Bacteria
128,Bacteria
129,Bacteria
130,Bacteria
131,Bacteria
132,Bacteria
133,Bacteria
134,Bacteria
135,Bacteria
136,Bacteria
137,Bacteria
138,Bacteria
139,Bacteria
140,Bacteria
141,Bacteria
142,Bacteria
143,Bacteria
144,Bacteria
145,Bacteria
146,Bacteria
147,Bacteria
148,Bacteria
149,Bacteria
150,Bacteria
151,Bacteria
152,Bacteria
153,Bacteria
154,Bacteria
155,Bacteria
156,Bacteria
157,Bacteria
158,Bacteria
159,Bacteria
160,Bacteria
161,Bacteria
162,Bacteria
163,Bacteria
164,Bacteria
165,Bacteria
166,Bacteria
167,Bacteria
168,Bacteria
169,Bacteria
170,Bacteria
171,Bacteria
172,Bacteria
173,Bacteria
174,Bacteria
175,Bacteria
176,Bacteria
177,Bacteria
178,Bacteria
179,Bacteria
180,Bacteria
181,Bacteria
182,Bacteria
183,Bacteria
184,Bacteria
185,Bacteria
186,Bacteria
187,Bacteria
188,Bacteria
189,Bacteria
190,Bacteria
191,Bacteria
192,Bacteria
193,Bacteria
194,Bacteria
195,Bacteria
196,Bacteria
197,Bacteria
198,Bacteria
199,Bacteria
200,Bacteria
201,Bacteria
202,Bacteria
203,Bacteria
204,Bacteria
205,Bacteria
206,Bacteria
207,Bacteria
208,Bacteria
209,Bacteria
210,Bacteria
211,Bacteria
212,Bacteria
213,Bacteria
214,Bacteria
215,Bacteria
216,Bacteria
217,Bacteria
218,Bacteria
219,Bacteria
220,Bacteria
221,Bacteria
222,Bacteria
223,Bacteria
224,Bacteria
225,Bacteria
226,Bacteria
227,Bacteria
228,Bacteria
229,Bacteria
230,Bacteria
231,Bacteria
232,Bacteria
233,Bacteria
234,Bacteria
235,Bacteria
236,Bacteria
237,Bacteria
238,Bacteria
239,Bacteria
240,Bacteria
241,Bacteria
242,Bacteria
243,Bacteria
244,Bacteria
245,Bacteria
246,Bacteria
247,Bacteria
248,Bacteria
249,Bacteria
250,Bacteria
251,Bacteria
252,Bacteria
253,Bacteria
254,Bacteria
255,Bacteria
256,Bacteria
257,Bacteria
258,Bacteria
259,Bacteria
260,Bacteria
261,Bacteria
262,Bacteria
263,Bacteria
264,Bacteria
265,Bacteria
266,Bacteria
267,Bacteria
268,Bacteria
269,Bacteria
270,Bacteria
271,Bacteria
272,Bacteria
273,Bacteria
274,Bacteria
275,Bacteria
276,Bacteria
277,Bacteria
278,Bacteria
279,Bacteria
280,Bacteria
281,Bacteria
282,Bacteria
283,Bacteria
284,Bacteria
285,Bacteria
286,Bacteria
287,Bacteria
288,Bacteria
289,Bacteria
290,Bacteria
291,Bacteria
292,Bacteria
293,Bacteria
294,Bacteria
295,Bacteria
296,Bacteria
297,Bacteria
298,Bacteria
299,Bacteria
300,Bacteria
301,Bacteria
302,Bacteria
303,Bacteria
304,Bacteria
305,Bacteria
306,Bacteria
307,Bacteria
308,Bacteria
309,Bacteria
310,Bacteria
311,Bacteria
312,Bacteria
313,Bacteria
314,Bacteria
315,Bacteria
316,Bacteria
317,Bacteria
318,Bacteria
319,Bacteria
320,Bacteria
321,Bacteria
322,Bacteria
323,Bacteria
324,Bacteria
325,Bacteria
326,Bacteria
327,Bacteria
328,Bacteria
329,Bacteria
330,Bacteria
331,Bacteria
332,Bacteria
333,Bacteria
334,Bacteria
335,Bacteria
336,Bacteria
337,Bacteria
338,Bacteria
339,Bacteria
340,Bacteria
341,Bacteria
342,Bacteria
343,Bacteria
344,Bacteria
345,Bacteria
346,Bacteria
347,Bacteria
348,Bacteria
349,Bacteria
350,Bacteria
351,Bacteria
352,Bacteria
353,Bacteria
354,Bacteria
355,Bacteria
356,Bacteria
357,Bacteria
358,Bacteria
359,Bacteria
360,Bacteria
361,Bacteria
362,Bacteria
363,Bacteria
364,Bacteria
365,Bacteria
366,Bacteria
367,Bacteria
368,Bacteria
369,Bacteria
370,Bacteria
371,Bacteria
372,Bacteria
373,Bacteria
374,Bacteria
375,Bacteria
376,Bacteria
377,Bacteria
378,Bacteria
379,Bacteria
380,Bacteria
381,Bacteria
382,Bacteria
383,Bacteria
384,Bacteria
385,Bacteria
386,Bacteria
387,Bacteria
388,Bacteria
389,Bacteria
390,Bacteria
391,Bacteria
392,Bacteria
393,Bacteria
394,Bacteria
395,Bacteria
396,Bacteria
397,Bacteria
398,Bacteria
399,Bacteria
400,Bacteria
401,Bacteria
402,Bacteria
403,Bacteria
404,Bacteria
405,Bacteria
406,Bacteria
407,Bacteria
408,Bacteria
409,Bacteria
410,Bacteria
411,Bacteria
412,Bacteria
413,Bacteria
414,Bacteria
415,Bacteria
416,Bacteria
417,Bacteria
418,Bacteria
419,Bacteria
420,Bacteria
421,Bacteria
422,Bacteria
423,Bacteria
424,Bacteria
425,Bacteria
426,Bacteria
427,Bacteria
428,Bacteria
429,Bacteria
430,Bacteria
431,Bacteria
432,Bacteria
433,Bacteria
434,Bacteria
435,Bacteria
436,Bacteria
437,Bacteria
438,Bacteria
439,Bacteria
440,Bacteria
441,Bacteria
442,Bacteria
443,Bacteria
444,Bacteria
445,Bacteria
446,Bacteria
447,Bacteria
448,Bacteria
449,Bacteria
450,Bacteria
451,Bacteria
452,Bacteria
453,Bacteria
454,Bacteria
455,Bacteria
456,Bacteria
457,Bacteria
458,Bacteria
459,Bacteria
460,Bacteria
461,Bacteria
462,Bacteria
463,Bacteria
464,Bacteria
465,Bacteria
466,Bacteria
467,Bacteria
468,Bacteria
469,Bacteria
470,Bacteria
471,Bacteria
472,Bacteria
473,Bacteria
474,Bacteria
475,Bacteria
476,Bacteria
477,Bacteria
478,Bacteria
479,Bacteria
480,Bacteria
481,Bacteria
482,Bacteria
483,Bacteria
484,Bacteria
485,Bacteria
486,Bacteria
487,Bacteria
488,Bacteria
489,Bacteria
490,Bacteria
491,Bacteria
492,Bacteria
493,Bacteria
494,Bacteria
495,Bacteria
496,Bacteria
497,Bacteria
498,Bacteria
499,Bacteria
500,Bacteria
501,Bacteria
502,Bacteria
503,Bacteria
504,Bacteria
505,Bacteria
506,Bacteria
507,Bacteria
508,Bacteria
509,Bacteria
510,Bacteria
511,Bacteria
512,Bacteria
513,Bacteria
514,Bacteria
515,Bacteria
516,Bacteria
517,Bacteria
518,Bacteria
519,Bacteria
520,Bacteria;Acidobacteria;Acidobacteria_Gp1;Gp1
521,Bacteria;Acidobacteria;Acidobacteria_Gp1;Gp1
522,Bacteria;Acidobacteria;Acidobacteria_Gp1;Gp1
523,Bacteria;Acidobacteria;Acidobacteria_Gp1;Gp1
524,Bacteria;Acidobacteria;Acidobacteria_Gp1;Gp1
525,Bacteria;Acidobacteria;Acidobacteria_Gp10;Gp10
526,Bacteria;Acidobacteria;Acidobacteria_Gp16;Gp16
527,Bacteria;Acidobacteria;Acidobacteria_Gp16;Gp16
528,Bacteria;Acidobacteria;Acidobacteria_Gp16;Gp16
529,Bacteria;Acidobacteria;Acidobacteria_Gp2;Gp2
530,Bacteria;Acidobacteria;Acidobacteria_Gp2;Gp2
531,Bacteria;Acidobacteria;Acidobacteria_Gp2;Gp2
532,Bacteria;Acidobacteria;Acidobacteria_Gp2;Gp2
533,Bacteria;Acidobacteria;Acidobacteria_Gp2;Gp2
534,Bacteria;Acidobacteria;Acidobacteria_Gp2;Gp2
535,Bacteria;Acidobacteria;Acidobacteria_Gp3;Gp3
536,Bacteria;Acidobacteria;Acidobacteria_Gp3;Gp3
537,Bacteria;Acidobacteria;Acidobacteria_Gp3;Gp3
538,Bacteria;Acidobacteria;Acidobacteria_Gp3;Gp3
539,Bacteria;Acidobacteria;Acidobacteria_Gp4;Gp4
540,Bacteria;Acidobacteria;Acidobacteria_Gp4;Gp4
541,Bacteria;Acidobacteria;Acidobacteria_Gp6;Gp6
542,Bacteria;Actinobacteria;Actinobacteria
543,Bacteria;Actinobacteria;Actinobacteria
544,Bacteria;Actinobacteria;Actinobacteria
545,Bacteria;Actinobacteria;Actinobacteria
546,Bacteria;Actinobacteria;Actinobacteria
547,Bacteria;Actinobacteria;Actinobacteria
548,Bacteria;Actinobacteria;Actinobacteria
549,Bacteria;Actinobacteria;Actinobacteria
550,Bacteria;Actinobacteria;Actinobacteria
551,Bacteria;Actinobacteria;Actinobacteria;Acidimicrobiales
552,Bacteria;Actinobacteria;Actinobacteria;Acidimicrobiales;Iamiaceae;Iamia
553,Bacteria;Actinobacteria;Actinobacteria;Acidimicrobidae_incertae_sedis;Ilumatobacter
554,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
555,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
556,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
557,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
558,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
559,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
560,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
561,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
562,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
563,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
564,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
565,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
566,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
567,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
568,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
569,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
570,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
571,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
572,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
573,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
574,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
575,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
576,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
577,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
578,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
579,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
580,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
581,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
582,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
583,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
584,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
585,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
586,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
587,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
588,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
589,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
590,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
591,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
592,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
593,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
594,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
595,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
596,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
597,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
598,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
599,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
600,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
601,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
602,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
603,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
604,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
605,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
606,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
607,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
608,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
609,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
610,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
611,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
612,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
613,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
614,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
615,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
616,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
617,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
618,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
619,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
620,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
621,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
622,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
623,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
624,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
625,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
626,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
627,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
628,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
629,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
630,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
631,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
632,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
633,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
634,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
635,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
636,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
637,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
638,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
639,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
640,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
641,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
642,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
643,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
644,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
645,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
646,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
647,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
648,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
649,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
650,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
651,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
652,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
653,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
654,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
655,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
656,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
657,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
658,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
659,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
660,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
661,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
662,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
663,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
664,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
665,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
666,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
667,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
668,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
669,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
670,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
671,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
672,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
673,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
674,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
675,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
676,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
677,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
678,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
679,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
680,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
681,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
682,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
683,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
684,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
685,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
686,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
687,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
688,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
689,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
690,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
691,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
692,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
693,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
694,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
695,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
696,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
697,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
698,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
699,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
700,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
701,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
702,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
703,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
704,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
705,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
706,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
707,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
708,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
709,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
710,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
711,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
712,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
713,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
714,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
715,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
716,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
717,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
718,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
719,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
720,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
721,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
722,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
723,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
724,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
725,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
726,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
727,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
728,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
729,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
730,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
731,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
732,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
733,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
734,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
735,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
736,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
737,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
738,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
739,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
740,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
741,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
742,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
743,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
744,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
745,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
746,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
747,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
748,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
749,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
750,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
751,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
752,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
753,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
754,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
755,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
756,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
757,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
758,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
759,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
760,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
761,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
762,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
763,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
764,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
765,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
766,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
767,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
768,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
769,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
770,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
771,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
772,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
773,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
774,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
775,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
776,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
777,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
778,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
779,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
780,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
781,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
782,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
783,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
784,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
785,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
786,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
787,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
788,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
789,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
790,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
791,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
792,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
793,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
794,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
795,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
796,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
797,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
798,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
799,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
800,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
801,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
802,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
803,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
804,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
805,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
806,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
807,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
808,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
809,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
810,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
811,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
812,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
813,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
814,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
815,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
816,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
817,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
