Year,Locationabbr,Locationdesc,Class,Topic,Question,Response,Break_Out,Break_Out_Category,Sample_Size,Data_value,Confidence_limit_Low,Confidence_limit_High,Display_order,Data_value_unit,Data_value_type,Data_Value_Footnote_Symbol,Data_Value_Footnote,DataSource,ClassId,TopicId,LocationID,BreakoutID,BreakOutCategoryID,QuestionID,ResponseID,GeoLocation
2014,AL,Alabama,Alcohol Consumption,Heavy Drinking,Heavy drinkers (adult men having more than two drinks per day and adult women having more than one drink per day) (variable calculated from one or more BRFSS questions),No,Overall,Overall,"7,886",95.5,94.9,96.2,"3,000",%,Crude Prevalence,,,BRFSS,CLASS01,Topic30,01,BO1,CAT1,_RFDRHV4,RESP054,"(32.84057112200048, -86.63186076199969)"
2014,AL,Alabama,Chronic Health Indicators,Arthritis,Adults who have been told they have arthritis (variable calculated from one or more BRFSS questions),Yes,Overall,Overall,"3,914",34,32.7,35.3,896,%,Crude Prevalence,,,BRFSS,CLASS03,Topic05,01,BO1,CAT1,_DRDXAR1,RESP046,"(32.84057112200048, -86.63186076199969)"
2014,AL,Alabama,Chronic Health Indicators,Arthritis,Adults who have been told they have arthritis (variable calculated from one or more BRFSS questions),No,Overall,Overall,"4,693",66,64.7,67.3,897,%,Crude Prevalence,,,BRFSS,CLASS03,Topic05,01,BO1,CAT1,_DRDXAR1,RESP054,"(32.84057112200048, -86.63186076199969)"
2014,AL,Alabama,Chronic Health Indicators,Asthma,Adults who have been told they currently have asthma (variable calculated from one or more BRFSS questions),Yes,Overall,Overall,879,9.6,8.7,10.4,712,%,Crude Prevalence,,,BRFSS,CLASS03,Topic06,01,BO1,CAT1,_CASTHM1,RESP046,"(32.84057112200048, -86.63186076199969)"
2014,AL,Alabama,Chronic Health Indicators,Asthma,Adults who have been told they currently have asthma (variable calculated from one or more BRFSS questions),No,Overall,Overall,"7,699",90.5,89.6,91.3,713,%,Crude Prevalence,,,BRFSS,CLASS03,Topic06,01,BO1,CAT1,_CASTHM1,RESP054,"(32.84057112200048, -86.63186076199969)"
2014,AL,Alabama,Chronic Health Indicators,Asthma,Adults who have ever been told they have asthma (variable calculated from one or more BRFSS questions),Yes,Overall,Overall,"1,263",14.6,13.5,15.7,666,%,Crude Prevalence,,,BRFSS,CLASS03,Topic06,01,BO1,CAT1,_LTASTH1,RESP046,"(32.84057112200048, -86.63186076199969)"
2014,AL,Alabama,Chronic Health Indicators,Asthma,Adults who have ever been told they have asthma (variable calculated from one or more BRFSS questions),No,Overall,Overall,"7,357",85.4,84.3,86.5,667,%,Crude Prevalence,,,BRFSS,CLASS03,Topic06,01,BO1,CAT1,_LTASTH1,RESP054,"(32.84057112200048, -86.63186076199969)"
2014,AL,Alabama,Chronic Health Indicators,Cardiovascular Disease,Ever told you had angina or coronary heart disease?,Yes,Overall,Overall,678,5.6,5,6.1,574,%,Crude Prevalence,,,BRFSS,CLASS03,Topic10,01,BO1,CAT1,CVDCRHD4,RESP046,"(32.84057112200048, -86.63186076199969)"
2014,AL,Alabama,Chronic Health Indicators,Cardiovascular Disease,Ever told you had angina or coronary heart disease?,No,Overall,Overall,"7,848",94.5,93.9,95,575,%,Crude Prevalence,,,BRFSS,CLASS03,Topic10,01,BO1,CAT1,CVDCRHD4,RESP054,"(32.84057112200048, -86.63186076199969)"
2014,AL,Alabama,Chronic Health Indicators,Cardiovascular Disease,Ever told you had a heart attack (myocardial infarction)?,Yes,Overall,Overall,644,5.9,5.2,6.5,528,%,Crude Prevalence,,,BRFSS,CLASS03,Topic10,01,BO1,CAT1,CVDINFR4,RESP046,"(32.84057112200048, -86.63186076199969)"
2014,AL,Alabama,Chronic Health Indicators,Cardiovascular Disease,Ever told you had a heart attack (myocardial infarction)?,No,Overall,Overall,"7,953",94.2,93.5,94.8,529,%,Crude Prevalence,,,BRFSS,CLASS03,Topic10,01,BO1,CAT1,CVDINFR4,RESP054,"(32.84057112200048, -86.63186076199969)"
2014,AL,Alabama,Chronic Health Indicators,Cardiovascular Disease,Ever told you had a stroke?,Yes,Overall,Overall,536,4.7,4.2,5.3,620,%,Crude Prevalence,,,BRFSS,CLASS03,Topic10,01,BO1,CAT1,CVDSTRK3,RESP046,"(32.84057112200048, -86.63186076199969)"
2014,AL,Alabama,Chronic Health Indicators,Cardiovascular Disease,Ever told you had a stroke?,No,Overall,Overall,"8,089",95.3,94.7,95.8,621,%,Crude Prevalence,,,BRFSS,CLASS03,Topic10,01,BO1,CAT1,CVDSTRK3,RESP054,"(32.84057112200048, -86.63186076199969)"
2014,AL,Alabama,Chronic Health Indicators,COPD,Ever told you have COPD?,Yes,Overall,Overall,"1,087",10.2,9.3,11,850,%,Crude Prevalence,,,BRFSS,CLASS03,Topic14,01,BO1,CAT1,CHCCOPD1,RESP046,"(32.84057112200048, -86.63186076199969)"
2014,AL,Alabama,Chronic Health Indicators,COPD,Ever told you have COPD?,No,Overall,Overall,"7,514",89.8,89,90.7,851,%,Crude Prevalence,,,BRFSS,CLASS03,Topic14,01,BO1,CAT1,CHCCOPD1,RESP054,"(32.84057112200048, -86.63186076199969)"
2014,AL,Alabama,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,Overall,Overall,"1,961",21.3,20.1,22.5,942,%,Crude Prevalence,,,BRFSS,CLASS03,Topic17,01,BO1,CAT1,ADDEPEV2,RESP046,"(32.84057112200048, -86.63186076199969)"
2014,AL,Alabama,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,Overall,Overall,"6,650",78.7,77.5,79.9,943,%,Crude Prevalence,,,BRFSS,CLASS03,Topic17,01,BO1,CAT1,ADDEPEV2,RESP054,"(32.84057112200048, -86.63186076199969)"
2014,AL,Alabama,Chronic Health Indicators,Diabetes,Have you ever been told by a doctor that you have diabetes?,Yes,Overall,Overall,"1,528",12.9,12.1,13.8,"1,034",%,Crude Prevalence,,,BRFSS,CLASS03,Topic18,01,BO1,CAT1,DIABETE3,RESP046,"(32.84057112200048, -86.63186076199969)"
2014,AL,Alabama,Chronic Health Indicators,Diabetes,Have you ever been told by a doctor that you have diabetes?,"Yes, pregnancy-related",Overall,Overall,62,0.6,0.4,0.9,"1,035",%,Crude Prevalence,,,BRFSS,CLASS03,Topic18,01,BO1,CAT1,DIABETE3,RESP051,"(32.84057112200048, -86.63186076199969)"
2014,AL,Alabama,Chronic Health Indicators,Diabetes,Have you ever been told by a doctor that you have diabetes?,"No, pre-diabetes or borderline diabetes",Overall,Overall,157,1.5,1.2,1.9,"1,037",%,Crude Prevalence,,,BRFSS,CLASS03,Topic18,01,BO1,CAT1,DIABETE3,RESP052,"(32.84057112200048, -86.63186076199969)"
2014,AL,Alabama,Chronic Health Indicators,Diabetes,Have you ever been told by a doctor that you have diabetes?,No,Overall,Overall,"6,892",84.9,83.9,85.8,"1,036",%,Crude Prevalence,,,BRFSS,CLASS03,Topic18,01,BO1,CAT1,DIABETE3,RESP054,"(32.84057112200048, -86.63186076199969)"
2014,AL,Alabama,Chronic Health Indicators,Kidney,Ever told you have kidney disease?,Yes,Overall,Overall,328,3,2.6,3.4,988,%,Crude Prevalence,,,BRFSS,CLASS03,Topic35,01,BO1,CAT1,CHCKIDNY,RESP046,"(32.84057112200048, -86.63186076199969)"
2014,AL,Alabama,Chronic Health Indicators,Kidney,Ever told you have kidney disease?,No,Overall,Overall,"8,295",97,96.6,97.5,989,%,Crude Prevalence,,,BRFSS,CLASS03,Topic35,01,BO1,CAT1,CHCKIDNY,RESP054,"(32.84057112200048, -86.63186076199969)"
2014,AL,Alabama,Chronic Health Indicators,Other Cancer,Ever told you had any other types of cancer?,Yes,Overall,Overall,942,8,7.3,8.7,804,%,Crude Prevalence,,,BRFSS,CLASS03,Topic40,01,BO1,CAT1,CHCOCNCR,RESP046,"(32.84057112200048, -86.63186076199969)"
2014,AL,Alabama,Chronic Health Indicators,Other Cancer,Ever told you had any other types of cancer?,No,Overall,Overall,"7,681",92,91.3,92.7,805,%,Crude Prevalence,,,BRFSS,CLASS03,Topic40,01,BO1,CAT1,CHCOCNCR,RESP054,"(32.84057112200048, -86.63186076199969)"
2014,AL,Alabama,Chronic Health Indicators,Skin Cancer,Ever told you had skin cancer?,Yes,Overall,Overall,"1,025",8.2,7.6,8.9,758,%,Crude Prevalence,,,BRFSS,CLASS03,Topic53,01,BO1,CAT1,CHCSCNCR,RESP046,"(32.84057112200048, -86.63186076199969)"
2014,AL,Alabama,Chronic Health Indicators,Skin Cancer,Ever told you had skin cancer?,No,Overall,Overall,"7,595",91.8,91.1,92.4,759,%,Crude Prevalence,,,BRFSS,CLASS03,Topic53,01,BO1,CAT1,CHCSCNCR,RESP054,"(32.84057112200048, -86.63186076199969)"
2014,AL,Alabama,Colorectal Cancer Screening,Blood Stool Test,Adults aged 50+ who have had a blood stool test within the past two years (variable calculated from one or more BRFSS questions),Yes,Overall,Overall,785,12.5,11.4,13.6,"3,494",%,Crude Prevalence,,,BRFSS,CLASS04,Topic08,01,BO1,CAT1,_RFBLDS2,RESP046,"(32.84057112200048, -86.63186076199969)"
2014,AL,Alabama,Colorectal Cancer Screening,Blood Stool Test,Adults aged 50+ who have had a blood stool test within the past two years (variable calculated from one or more BRFSS questions),No,Overall,Overall,"4,737",87.5,86.4,88.6,"3,495",%,Crude Prevalence,,,BRFSS,CLASS04,Topic08,01,BO1,CAT1,_RFBLDS2,RESP054,"(32.84057112200048, -86.63186076199969)"
2014,AL,Alabama,Colorectal Cancer Screening,Blood Stool Test,Adults aged 50-75 who have had a blood stool test within the past year (variable calculated from one or more BRFSS questions),Had a blood stool test in the past year,Overall,Overall,400,7.7,6.7,8.7,"3,534",%,Crude Prevalence,,,BRFSS,CLASS04,Topic08,01,BO1,CAT1,_RFBLDS3,RESP190,"(32.84057112200048, -86.63186076199969)"
2014,AL,Alabama,Colorectal Cancer Screening,Blood Stool Test,Adults aged 50-75 who have had a blood stool test within the past year (variable calculated from one or more BRFSS questions),Have not had a blood stool test in the past year,Overall,Overall,"4,100",92.3,91.3,93.3,"3,535",%,Crude Prevalence,,,BRFSS,CLASS04,Topic08,01,BO1,CAT1,_RFBLDS3,RESP191,"(32.84057112200048, -86.63186076199969)"
2014,AL,Alabama,Colorectal Cancer Screening,Sigmoidoscopy,Adults aged 50+ who have ever had a sigmoidoscopy or colonoscopy (variable calculated from one or more BRFSS questions),Yes,Overall,Overall,"4,019",67.6,65.9,69.3,"3,574",%,Crude Prevalence,,,BRFSS,CLASS04,Topic52,01,BO1,CAT1,_RFSIGM2,RESP046,"(32.84057112200048, -86.63186076199969)"
2014,AL,Alabama,Colorectal Cancer Screening,Sigmoidoscopy,Adults aged 50+ who have ever had a sigmoidoscopy or colonoscopy (variable calculated from one or more BRFSS questions),No,Overall,Overall,"1,626",32.4,30.7,34.1,"3,575",%,Crude Prevalence,,,BRFSS,CLASS04,Topic52,01,BO1,CAT1,_RFSIGM2,RESP054,"(32.84057112200048, -86.63186076199969)"
2014,AL,Alabama,Colorectal Cancer Screening,USPSTF Recommendations,Respondents aged 50-75 who have fully met the USPSTF recommendation (variable calculated from one or more BRFSS questions),Met USPSTF recommendations for testing,Overall,Overall,"3,046",64.6,62.7,66.6,"3,614",%,Crude Prevalence,,,BRFSS,CLASS04,Topic64,01,BO1,CAT1,_CRCREC,RESP192,"(32.84057112200048, -86.63186076199969)"
2014,AL,Alabama,Colorectal Cancer Screening,USPSTF Recommendations,Respondents aged 50-75 who have fully met the USPSTF recommendation (variable calculated from one or more BRFSS questions),Did not meet USPSTF recommendations for testing,Overall,Overall,"1,404",35.4,33.4,37.3,"3,615",%,Crude Prevalence,,,BRFSS,CLASS04,Topic64,01,BO1,CAT1,_CRCREC,RESP193,"(32.84057112200048, -86.63186076199969)"
2014,AL,Alabama,Demographics,Age,What is your age?,18-24 years,Overall,Overall,439,13,11.7,14.3,"1,349",%,Crude Prevalence,,,BRFSS,CLASS05,Topic02,01,BO1,CAT1,AGE,RESP010,"(32.84057112200048, -86.63186076199969)"
2014,AL,Alabama,Demographics,Age,What is your age?,25-34 years,Overall,Overall,759,16.5,15.2,17.8,"1,350",%,Crude Prevalence,,,BRFSS,CLASS05,Topic02,01,BO1,CAT1,AGE,RESP011,"(32.84057112200048, -86.63186076199969)"
2014,AL,Alabama,Demographics,Age,What is your age?,35-44 years,Overall,Overall,896,16,14.8,17.2,"1,351",%,Crude Prevalence,,,BRFSS,CLASS05,Topic02,01,BO1,CAT1,AGE,RESP012,"(32.84057112200048, -86.63186076199969)"
2014,AL,Alabama,Demographics,Age,What is your age?,45-54 years,Overall,Overall,"1,421",17.4,16.3,18.5,"1,352",%,Crude Prevalence,,,BRFSS,CLASS05,Topic02,01,BO1,CAT1,AGE,RESP013,"(32.84057112200048, -86.63186076199969)"
2014,AL,Alabama,Demographics,Age,What is your age?,55-64 years,Overall,Overall,"2,001",16.9,15.9,17.9,"1,353",%,Crude Prevalence,,,BRFSS,CLASS05,Topic02,01,BO1,CAT1,AGE,RESP014,"(32.84057112200048, -86.63186076199969)"
2014,AL,Alabama,Demographics,Age,What is your age?,65+ years,Overall,Overall,"3,136",20.2,19.3,21.1,"1,354",%,Crude Prevalence,,,BRFSS,CLASS05,Topic02,01,BO1,CAT1,AGE,RESP015,"(32.84057112200048, -86.63186076199969)"
2014,AL,Alabama,Demographics,Disability status,"Are you blind or do you have serious difficulty seeing, even when wearing glasses?",Yes,Overall,Overall,684,6.6,5.9,7.3,"2,380",%,Crude Prevalence,,,BRFSS,CLASS05,Topic19,01,BO1,CAT1,BLIND,RESP046,"(32.84057112200048, -86.63186076199969)"
2014,AL,Alabama,Demographics,Disability status,"Are you blind or do you have serious difficulty seeing, even when wearing glasses?",No,Overall,Overall,"7,745",93.4,92.7,94.1,"2,381",%,Crude Prevalence,,,BRFSS,CLASS05,Topic19,01,BO1,CAT1,BLIND,RESP054,"(32.84057112200048, -86.63186076199969)"
2014,AL,Alabama,Demographics,Disability status,"Do you have serious difficulty concentrating, remembering, or making decisions?",Yes,Overall,Overall,"1,429",16.4,15.3,17.5,"2,426",%,Crude Prevalence,,,BRFSS,CLASS05,Topic19,01,BO1,CAT1,DECIDE,RESP046,"(32.84057112200048, -86.63186076199969)"
2014,AL,Alabama,Demographics,Disability status,"Do you have serious difficulty concentrating, remembering, or making decisions?",No,Overall,Overall,"6,965",83.6,82.5,84.7,"2,427",%,Crude Prevalence,,,BRFSS,CLASS05,Topic19,01,BO1,CAT1,DECIDE,RESP054,"(32.84057112200048, -86.63186076199969)"
2014,AL,Alabama,Demographics,Disability status,Do you have difficulty doing errands alone?,Yes,Overall,Overall,"1,135",10.7,9.9,11.6,"2,564",%,Crude Prevalence,,,BRFSS,CLASS05,Topic19,01,BO1,CAT1,DIFFALON,RESP046,"(32.84057112200048, -86.63186076199969)"
2014,AL,Alabama,Demographics,Disability status,Do you have difficulty doing errands alone?,No,Overall,Overall,"7,264",89.3,88.5,90.1,"2,565",%,Crude Prevalence,,,BRFSS,CLASS05,Topic19,01,BO1,CAT1,DIFFALON,RESP054,"(32.84057112200048, -86.63186076199969)"
2014,AL,Alabama,Demographics,Disability status,Do you have difficulty dressing or bathing?,Yes,Overall,Overall,575,5.5,4.9,6.1,"2,518",%,Crude Prevalence,,,BRFSS,CLASS05,Topic19,01,BO1,CAT1,DIFFDRES,RESP046,"(32.84057112200048, -86.63186076199969)"
2014,AL,Alabama,Demographics,Disability status,Do you have difficulty dressing or bathing?,No,Overall,Overall,"7,836",94.5,93.9,95.1,"2,519",%,Crude Prevalence,,,BRFSS,CLASS05,Topic19,01,BO1,CAT1,DIFFDRES,RESP054,"(32.84057112200048, -86.63186076199969)"
2014,AL,Alabama,Demographics,Disability status,Do you have serious difficulty walking or climbing stairs?,Yes,Overall,Overall,"2,322",20.6,19.5,21.7,"2,472",%,Crude Prevalence,,,BRFSS,CLASS05,Topic19,01,BO1,CAT1,DIFFWALK,RESP046,"(32.84057112200048, -86.63186076199969)"
2014,AL,Alabama,Demographics,Disability status,Do you have serious difficulty walking or climbing stairs?,No,Overall,Overall,"6,080",79.4,78.3,80.5,"2,473",%,Crude Prevalence,,,BRFSS,CLASS05,Topic19,01,BO1,CAT1,DIFFWALK,RESP054,"(32.84057112200048, -86.63186076199969)"
2014,AL,Alabama,Demographics,Disability status,"Adults who are limited in any activities because of physical, mental, or emotional problems",Yes,Overall,Overall,"2,867",27.9,26.7,29.2,"2,288",%,Crude Prevalence,,,BRFSS,CLASS05,Topic19,01,BO1,CAT1,QLACTLM2,RESP046,"(32.84057112200048, -86.63186076199969)"
2014,AL,Alabama,Demographics,Disability status,"Adults who are limited in any activities because of physical, mental, or emotional problems",No,Overall,Overall,"5,561",72.1,70.8,73.4,"2,289",%,Crude Prevalence,,,BRFSS,CLASS05,Topic19,01,BO1,CAT1,QLACTLM2,RESP054,"(32.84057112200048, -86.63186076199969)"
2014,AL,Alabama,Demographics,Disability status,Adults with health problem(s) that requires the use of special equipment,Yes,Overall,Overall,"1,422",12.3,11.4,13.1,"2,334",%,Crude Prevalence,,,BRFSS,CLASS05,Topic19,01,BO1,CAT1,USEEQUIP,RESP046,"(32.84057112200048, -86.63186076199969)"
2014,AL,Alabama,Demographics,Disability status,Adults with health problem(s) that requires the use of special equipment,No,Overall,Overall,"7,030",87.7,86.9,88.6,"2,335",%,Crude Prevalence,,,BRFSS,CLASS05,Topic19,01,BO1,CAT1,USEEQUIP,RESP054,"(32.84057112200048, -86.63186076199969)"
2014,AR,Arkansas,Demographics,Sex,Gender of respondent,Male,Overall,Overall,"1,904",48.5,46.4,50.7,"2,082",%,Crude Prevalence,,,BRFSS,CLASS05,Topic51,05,BO1,CAT1,SEX,RESP001,"(34.74865012400045, -92.27449074299966)"
2014,AL,Alabama,Demographics,Education,What is the highest grade or year of school you completed?,Less than H.S.,Overall,Overall,"1,063",17.4,16.1,18.7,"1,727",%,Crude Prevalence,,,BRFSS,CLASS05,Topic21,01,BO1,CAT1,EDUCA,RESP021,"(32.84057112200048, -86.63186076199969)"
2014,AL,Alabama,Demographics,Education,What is the highest grade or year of school you completed?,H.S. or G.E.D.,Overall,Overall,"2,756",31,29.6,32.4,"1,728",%,Crude Prevalence,,,BRFSS,CLASS05,Topic21,01,BO1,CAT1,EDUCA,RESP022,"(32.84057112200048, -86.63186076199969)"
2014,AL,Alabama,Demographics,Education,What is the highest grade or year of school you completed?,Some post-H.S.,Overall,Overall,"2,470",31.2,29.8,32.6,"1,729",%,Crude Prevalence,,,BRFSS,CLASS05,Topic21,01,BO1,CAT1,EDUCA,RESP023,"(32.84057112200048, -86.63186076199969)"
2014,AL,Alabama,Demographics,Education,What is the highest grade or year of school you completed?,College+,Overall,Overall,"2,327",20.4,19.4,21.5,"1,730",%,Crude Prevalence,,,BRFSS,CLASS05,Topic21,01,BO1,CAT1,EDUCA,RESP024,"(32.84057112200048, -86.63186076199969)"
2014,AL,Alabama,Demographics,Employment,What is your employment status?,No work< yr,Overall,Overall,173,3,2.3,3.6,"1,810",%,Crude Prevalence,,,BRFSS,CLASS05,Topic22,01,BO1,CAT1,EMPLOY1,RESP027,"(32.84057112200048, -86.63186076199969)"
2014,AL,Alabama,Demographics,Employment,What is your employment status?,No work >yr,Overall,Overall,231,3.2,2.6,3.7,"1,809",%,Crude Prevalence,,,BRFSS,CLASS05,Topic22,01,BO1,CAT1,EMPLOY1,RESP028,"(32.84057112200048, -86.63186076199969)"
2014,AL,Alabama,Demographics,Employment,What is your employment status?,Student,Overall,Overall,173,4.3,3.5,5.1,"1,812",%,Crude Prevalence,,,BRFSS,CLASS05,Topic22,01,BO1,CAT1,EMPLOY1,RESP030,"(32.84057112200048, -86.63186076199969)"
2014,AL,Alabama,Demographics,Employment,What is your employment status?,Retired,Overall,Overall,"2,731",18.4,17.5,19.3,"1,813",%,Crude Prevalence,,,BRFSS,CLASS05,Topic22,01,BO1,CAT1,EMPLOY1,RESP031,"(32.84057112200048, -86.63186076199969)"
2014,AL,Alabama,Demographics,Employment,What is your employment status?,Unable to work,Overall,Overall,"1,378",13.6,12.6,14.5,"1,814",%,Crude Prevalence,,,BRFSS,CLASS05,Topic22,01,BO1,CAT1,EMPLOY1,RESP032,"(32.84057112200048, -86.63186076199969)"
2014,AL,Alabama,Demographics,Employment,What is your employment status?,Employed,Overall,Overall,"2,840",43.6,42.1,45.1,"1,807",%,Crude Prevalence,,,BRFSS,CLASS05,Topic22,01,BO1,CAT1,EMPLOY1,RESP137,"(32.84057112200048, -86.63186076199969)"
2014,AL,Alabama,Demographics,Employment,What is your employment status?,Homemaker,Overall,Overall,596,7.5,6.7,8.3,"1,811",%,Crude Prevalence,,,BRFSS,CLASS05,Topic22,01,BO1,CAT1,EMPLOY1,RESP141,"(32.84057112200048, -86.63186076199969)"
2014,AL,Alabama,Demographics,Employment,What is your employment status?,Self-employed,Overall,Overall,473,6.5,5.7,7.3,"1,808",%,Crude Prevalence,,,BRFSS,CLASS05,Topic22,01,BO1,CAT1,EMPLOY1,RESP172,"(32.84057112200048, -86.63186076199969)"
2014,AR,Arkansas,Demographics,Sex,Gender of respondent,Female,Overall,Overall,"3,354",51.5,49.3,53.6,"2,083",%,Crude Prevalence,,,BRFSS,CLASS05,Topic51,05,BO1,CAT1,SEX,RESP002,"(34.74865012400045, -92.27449074299966)"
2014,AL,Alabama,Demographics,Income,What is your annual household income?,"Less than $15,000",Overall,Overall,"1,162",14.8,13.6,16,"1,988",%,Crude Prevalence,,,BRFSS,CLASS05,Topic33,01,BO1,CAT1,INCOME,RESP016,"(32.84057112200048, -86.63186076199969)"
2014,AL,Alabama,Demographics,Income,What is your annual household income?,"$15,000 - 24,999",Overall,Overall,"1,451",20.2,18.8,21.5,"1,989",%,Crude Prevalence,,,BRFSS,CLASS05,Topic33,01,BO1,CAT1,INCOME,RESP017,"(32.84057112200048, -86.63186076199969)"
2014,AL,Alabama,Demographics,Income,What is your annual household income?,"$25,000 - 34,999",Overall,Overall,804,11.7,10.5,12.9,"1,990",%,Crude Prevalence,,,BRFSS,CLASS05,Topic33,01,BO1,CAT1,INCOME,RESP018,"(32.84057112200048, -86.63186076199969)"
2014,AL,Alabama,Demographics,Income,What is your annual household income?,"$35,000 -  49,999",Overall,Overall,"1,016",14.6,13.5,15.8,"1,991",%,Crude Prevalence,,,BRFSS,CLASS05,Topic33,01,BO1,CAT1,INCOME,RESP019,"(32.84057112200048, -86.63186076199969)"
2014,AL,Alabama,Demographics,Income,What is your annual household income?,"$50,000+",Overall,Overall,"2,464",38.8,37.1,40.4,"1,992",%,Crude Prevalence,,,BRFSS,CLASS05,Topic33,01,BO1,CAT1,INCOME,RESP020,"(32.84057112200048, -86.63186076199969)"
2014,AL,Alabama,Demographics,Internet,Have you used the internet in the past 30 days?,Yes,Overall,Overall,"5,756",75.6,74.4,76.8,"2,173",%,Crude Prevalence,,,BRFSS,CLASS05,Topic34,01,BO1,CAT1,INTERNET,RESP046,"(32.84057112200048, -86.63186076199969)"
2014,AL,Alabama,Demographics,Internet,Have you used the internet in the past 30 days?,No,Overall,Overall,"2,771",24.4,23.2,25.6,"2,174",%,Crude Prevalence,,,BRFSS,CLASS05,Topic34,01,BO1,CAT1,INTERNET,RESP054,"(32.84057112200048, -86.63186076199969)"
2014,AL,Alabama,Demographics,Marital Status,What is your marital status?,Married,Overall,Overall,"4,275",51,49.5,52.5,"1,457",%,Crude Prevalence,,,BRFSS,CLASS05,Topic38,01,BO1,CAT1,MARITAL,RESP033,"(32.84057112200048, -86.63186076199969)"
2014,AL,Alabama,Demographics,Marital Status,What is your marital status?,Divorced,Overall,Overall,"1,304",12.1,11.2,13,"1,458",%,Crude Prevalence,,,BRFSS,CLASS05,Topic38,01,BO1,CAT1,MARITAL,RESP034,"(32.84057112200048, -86.63186076199969)"
2014,AL,Alabama,Demographics,Marital Status,What is your marital status?,Widowed,Overall,Overall,"1,457",8.6,8,9.2,"1,459",%,Crude Prevalence,,,BRFSS,CLASS05,Topic38,01,BO1,CAT1,MARITAL,RESP035,"(32.84057112200048, -86.63186076199969)"
2014,AL,Alabama,Demographics,Marital Status,What is your marital status?,Separated,Overall,Overall,277,3,2.5,3.6,"1,460",%,Crude Prevalence,,,BRFSS,CLASS05,Topic38,01,BO1,CAT1,MARITAL,RESP036,"(32.84057112200048, -86.63186076199969)"
