City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
91,doctor pedro p. pena,20,PY,1483592400,70,-25.33,-57.53,84.2,8.05
92,cherskiy,0,RU,1483593827,33,68.75,161.3,-22.24,7.99
93,tautira,75,PF,1483592400,66,-17.73,-149.15,84.2,4.7
94,kodiak,1,US,1483592400,64,57.79,-152.41,75.2,17.22
95,newport,0,GB,1483591800,80,51.59,-3.0,32.0,9.17
96,punta cardon,0,VE,1483594522,77,11.66,-70.21,76.9,13.91
97,geraldton,0,AU,1483592400,61,-28.77,114.6,77.0,13.87
98,qaqortoq,8,GL,1483591800,60,60.72,-46.03,6.8,5.82
99,butaritari,92,KI,1483594265,100,3.07,172.79,82.88,11.45
100,mahebourg,40,MU,1483592400,69,-20.41,57.7,82.4,8.05
101,kisangani,88,CD,1483594565,48,0.52,25.2,83.06,2.62
102,shar,44,KZ,1483594565,96,49.59,81.05,25.33,7.99
103,sorvag,20,NO,1483591800,62,68.09,15.6,19.4,10.29
104,san juan,0,AR,1483588800,42,-31.54,-68.54,68.0,8.05
105,leningradskiy,20,RU,1483594566,100,69.38,178.42,-9.87,14.58
106,prescott,90,US,1483591980,75,34.54,-112.47,46.4,4.07
107,ewa beach,20,US,1483592280,73,21.32,-158.01,71.6,3.36
108,amapa,20,BR,1483592400,100,0.04,-51.07,78.8,5.82
109,mar del plata,0,AR,1483588800,82,-38.0,-57.56,59.0,8.05
110,hutang,90,CN,1483592400,100,31.53,119.48,48.2,13.42
111,santa cruz del sur,8,CU,1483594567,92,20.71,-78.0,68.44,2.95
112,tuyen quang,100,VN,1483594524,100,21.82,105.22,65.96,3.4
113,fairbanks,90,US,1483592820,100,64.84,-147.72,17.6,2.84
114,inhambane,48,MZ,1483594352,96,-23.86,35.38,79.24,7.31
115,chokurdakh,0,RU,1483594274,0,70.63,147.92,-41.91,3.06
116,kenitra,0,MA,1483592400,81,34.26,-6.58,46.4,3.36
117,lebu,24,CL,1483593941,100,-37.62,-73.65,59.8,17.49
118,cockburn town,92,TC,1483594128,100,21.46,-71.14,78.79,16.15
119,lavrentiya,0,RU,1483594374,100,65.58,-171.0,19.3,27.34
120,tsihombe,48,MG,1483594238,74,-25.3,45.48,81.71,5.97
121,ginda,12,IN,1483594568,100,27.13,81.93,63.89,7.65
122,leh,56,IN,1483594569,86,34.17,77.58,2.24,0.6
123,berezovyy,0,RU,1483594569,70,51.67,135.7,-2.26,2.28
124,xiuyan,20,CN,1483594570,98,40.29,123.27,31.9,3.29
125,kayfan,0,KW,1483592400,57,29.35,47.96,51.8,17.22
126,businga,0,CD,1483594570,84,3.33,20.88,76.31,2.39
127,uzhur,88,RU,1483594377,87,55.3,89.83,29.78,10.67
128,shunyi,92,CN,1483592400,64,40.12,116.65,37.4,6.71
129,rocha,80,UY,1483594571,99,-34.48,-54.33,67.99,5.97
130,cidreira,12,BR,1483593753,96,-30.18,-50.21,72.4,2.73
131,muyezerskiy,48,RU,1483594572,78,63.93,31.65,2.06,3.85
132,attawapiskat,76,CA,1483594254,73,52.3,-81.62,5.89,23.87
133,hasaki,75,JP,1483592400,23,35.73,140.83,48.2,13.87
134,khromtau,48,KZ,1483594573,87,50.25,58.43,15.74,5.97
135,filimonovo,56,RU,1483594573,85,56.2,95.46,30.59,14.92
136,acapulco,5,MX,1483591500,83,16.86,-99.89,78.8,3.85
137,khatanga,8,RU,1483594260,0,71.97,102.5,-51.63,3.06
138,upernavik,48,GL,1483594074,100,72.79,-56.15,4.36,4.41
139,saint george,90,US,1483590900,70,37.1,-113.58,46.4,5.41
140,dingle,68,PH,1483594286,86,11.0,122.67,80.36,11.34
141,iwanai,76,JP,1483594574,100,42.97,140.51,28.93,11.68
142,codrington,0,AU,1483594348,88,-38.27,141.97,68.53,9.66
143,bethel,20,US,1483592160,42,41.37,-73.41,35.6,10.29
144,karauzyak,0,UZ,1483592400,87,43.02,60.02,33.8,4.7
145,airai,32,IN,1483594259,100,25.35,82.47,60.07,4.63
146,lata,12,PT,1483594251,89,40.16,-8.33,46.43,2.06
147,fortuna,90,US,1483592100,100,40.6,-124.16,32.0,5.82
148,nizhneyansk,75,RU,1483592400,84,55.64,51.82,5.0,6.71
149,grimshaw,90,CA,1483593720,92,56.18,-117.6,26.6,2.24
150,chara,56,RU,1483594575,68,56.91,118.26,1.75,2.28
151,marsh harbour,12,BS,1483594307,100,26.54,-77.06,72.76,15.59
152,thayetmyo,0,MM,1483594576,75,19.32,95.18,80.5,9.44
153,sumy,88,UA,1483594398,94,50.92,34.8,29.74,11.79
154,jieshou,92,CN,1483594576,100,33.26,115.36,46.21,11.45
155,araouane,0,ML,1483594389,78,18.9,-3.53,40.99,5.41
156,salisbury,1,GB,1483592280,100,51.07,-1.8,26.6,3.36
157,hanna,80,CA,1483594502,62,51.63,-111.9,2.24,4.85
158,korla,0,CN,1483594577,79,41.76,86.15,24.83,3.74
159,tuatapere,0,NZ,1483594252,90,-46.13,167.68,54.58,16.37
160,fontenay-le-comte,0,FR,1483592400,93,46.47,-0.82,35.6,5.82
161,samusu,0,CN,1483594360,54,41.43,128.03,23.62,2.28
162,marrakesh,0,MA,1483592400,60,31.63,-8.01,42.8,3.36
163,kamenka,88,RU,1483594239,92,51.32,42.77,27.44,16.49
164,norman wells,20,CA,1483592400,92,65.28,-126.83,10.4,2.24
165,sataua,0,FI,1483591800,84,60.45,22.27,-2.21,6.93
166,amderma,0,RU,1483594300,57,69.75,61.65,-32.46,2.73
167,villiers,48,ZA,1483594579,82,-27.03,28.6,62.36,9.22
168,ostrovnoy,48,RU,1483593994,89,68.05,39.51,3.86,3.74
169,george,0,ZA,1483592400,88,-33.96,22.46,68.0,5.82
170,artyk,36,RU,1483594579,70,57.71,52.5,-1.86,4.85
171,tumannyy,76,RU,1483593988,100,69.16,35.15,4.63,7.76
172,khani,0,NP,1483594580,52,29.26,80.94,52.69,1.28
173,castro,24,BR,1483594248,93,-24.79,-50.01,67.18,2.39
174,yarmouth,1,US,1483592160,69,41.71,-70.23,39.2,6.93
175,kamaishi,40,JP,1483592400,51,39.27,141.88,35.6,9.17
176,disna,80,CZ,1483594582,89,50.76,15.3,22.94,12.24
177,coahuayana,0,MX,1483594323,100,18.73,-103.68,74.74,2.06
178,arraial do cabo,8,BR,1483594271,88,-22.97,-42.03,77.35,17.38
179,aldan,76,RU,1483594582,57,58.6,125.39,4.63,3.51
180,walvis bay,92,NA,1483588800,82,-22.96,14.51,64.4,6.93
181,clyde river,1,CA,1483588800,74,70.47,-68.59,-25.61,5.41
182,mizdah,0,LY,1483594417,79,31.45,12.98,31.9,9.55
183,saint-francois,75,FR,1483592400,97,46.42,3.91,33.8,4.7
184,high rock,76,BS,1483594583,100,26.62,-78.28,73.61,12.68
185,killybegs,24,IE,1483594584,100,54.63,-8.45,37.84,11.34
186,rodrigues alves,90,BR,1483592400,94,-7.57,-72.62,75.2,3.06
187,sri aman,75,MY,1483592400,66,1.23,111.47,89.6,2.24
188,el dorado,1,US,1483592100,92,33.21,-92.67,30.2,4.7
189,vestmanna,80,FO,1483591800,69,62.16,-7.17,39.2,16.11
190,hermanus,8,ZA,1483594258,71,-34.42,19.23,68.66,3.18
191,lorengau,36,PG,1483594306,100,-2.02,147.27,82.88,5.08
192,portland,1,US,1483591980,38,45.52,-122.68,28.4,8.05
193,antofagasta,20,CL,1483588800,82,-23.65,-70.4,66.2,1.12
194,pitanga,24,BR,1483594587,97,-24.76,-51.76,68.08,2.28
195,amga,12,RU,1483594587,60,60.9,131.96,-13.2,4.41
196,marcona,0,PE,1483594588,100,-15.37,-75.16,65.96,2.62
197,skjervoy,0,NO,1483591800,77,70.03,20.97,26.6,1.12
198,viedma,0,AR,1483594316,35,-40.81,-63.0,56.83,20.07
199,samarai,0,PG,1483594589,100,-10.62,150.67,83.47,5.41
200,ilhabela,0,BR,1483594589,99,-23.78,-45.36,83.69,8.66
201,tabou,0,CI,1483594590,100,4.42,-7.35,82.61,5.19
202,huainan,92,CN,1483594590,100,32.63,117.0,49.27,12.12
203,esperance,0,AU,1483594417,22,-33.87,121.9,102.41,14.7
204,victoria,5,CA,1483593300,100,48.43,-123.37,33.8,2.24
205,waingapu,20,ID,1483594355,55,-9.66,120.26,90.22,13.02
206,tiznit,0,MA,1483594414,70,29.58,-9.5,27.89,2.73
207,ilulissat,80,GL,1483591800,85,69.22,-51.1,12.2,11.41
208,oruro,76,BO,1483594591,100,-17.98,-67.15,43.06,2.84
209,san quintin,76,MX,1483594251,99,30.48,-115.95,45.04,5.53
210,faya,36,ZA,1483594311,90,-29.34,30.63,65.38,2.84
211,ambilobe,8,MG,1483594364,99,-13.2,49.05,79.64,4.18
212,suntar,20,RU,1483594591,56,62.14,117.63,-19.5,3.18
213,dalbandin,0,PK,1483594592,47,28.89,64.41,61.19,2.73
214,antiguo morelos,92,MX,1483594592,91,22.55,-99.08,67.76,3.51
215,east bethel,90,US,1483593300,64,45.32,-93.2,1.4,8.05
216,taksimo,44,RU,1483594593,81,56.34,114.88,-10.95,1.83
217,faanui,36,PF,1483594349,100,-16.48,-151.75,80.86,1.61
218,sur,0,OM,1483593806,97,22.57,59.53,75.46,3.06
219,mamou,8,GN,1483594594,61,10.38,-12.09,55.03,2.62
220,axim,0,GH,1483594594,98,4.87,-2.24,82.21,13.47
221,kiama,75,AU,1483592400,65,-34.68,150.87,77.0,14.99
222,iqaluit,90,CA,1483588800,77,63.75,-68.51,5.0,3.36
223,kavieng,20,PG,1483593925,100,-2.57,150.8,85.81,6.42
224,bodden town,0,KY,1483594312,100,19.28,-81.25,78.61,4.18
225,aporawan,75,PH,1483592400,74,9.6,118.35,87.8,6.93
226,santa isabel do rio negro,44,BR,1483594162,99,-0.41,-65.02,73.21,2.73
227,hualmay,32,PE,1483594250,96,-11.1,-77.61,61.91,3.18
228,umzimvubu,32,ZA,1483594375,95,-30.55,29.42,61.06,3.06
229,basoko,36,CD,1483594595,82,1.24,23.62,77.08,6.76
230,tuggurt,0,DZ,1483592400,48,33.11,6.06,41.0,8.99
231,padang,80,ID,1483594383,100,-0.95,100.35,79.73,5.41
232,koungou,40,YT,1483592400,70,-12.73,45.2,84.2,5.82
233,kambove,80,CD,1483594597,95,-10.88,26.6,65.83,3.74
234,general roca,0,AR,1483588800,45,-39.03,-67.58,62.6,13.87
235,la ronge,90,CA,1483588800,77,55.1,-105.28,1.4,8.05
236,flin flon,24,CA,1483594598,72,54.77,-101.86,-11.13,4.63
237,okhotsk,56,RU,1483594241,100,59.38,143.3,-17.97,6.87
238,voh,80,NC,1483594598,99,-20.97,164.7,78.56,11.68
239,labuhan,44,ID,1483594346,100,-6.88,112.21,81.26,10.22
240,carnarvon,32,AU,1483594240,72,-24.87,113.63,80.54,19.28
241,smithers,90,CA,1483592400,91,54.78,-127.17,3.2,1.72
242,jomalig,12,PH,1483594599,100,14.71,122.37,80.81,21.52
243,bokspits,40,ZA,1483592400,78,-28.45,21.26,71.6,11.41
244,roald,0,NO,1483591800,68,62.58,6.13,28.4,12.75
245,deep river,90,CA,1483592520,78,46.1,-77.5,14.0,11.41
246,husavik,90,IS,1483588800,90,66.04,-17.34,42.8,23.04
247,tasiilaq,44,GL,1483593999,100,65.61,-37.64,25.24,12.68
248,nouadhibou,68,MR,1483594356,75,20.93,-17.03,61.73,5.75
249,bandundu,36,CD,1483594600,99,-3.32,17.37,72.49,3.74
250,nanortalik,64,GL,1483594316,100,60.14,-45.24,25.42,29.8
251,avera,1,US,1483592100,65,33.23,-82.6,50.0,4.7
252,wuchang,0,CN,1483594601,85,44.91,127.15,7.28,2.62
253,kaeo,8,NZ,1483594409,35,-35.1,173.78,72.89,5.19
254,sao raimundo nonato,0,BR,1483594121,64,-9.02,-42.7,74.74,5.08
255,umea,0,SE,1483591800,83,63.83,20.26,-7.61,5.82
256,barrow,90,US,1483591980,85,71.29,-156.79,24.8,34.45
257,doha,0,QA,1483592400,68,25.29,51.53,64.4,8.05
258,hofn,92,IS,1483594405,100,64.25,-15.21,42.97,26.89
259,alugan,92,PH,1483594602,95,12.22,125.48,80.86,16.49
260,touros,76,BR,1483594301,97,-5.2,-35.46,76.58,10.11
261,vanimo,0,PG,1483594285,100,-2.67,141.3,82.93,6.98
262,naze,75,JP,1483592400,55,28.37,129.48,66.2,4.7
263,muroto,75,JP,1483592400,34,33.28,134.15,51.8,18.34
264,inirida,80,CO,1483594028,98,3.87,-67.92,72.89,2.28
265,bambous virieux,40,MU,1483592400,69,-20.34,57.76,82.4,8.05
266,la reforma,40,MX,1483591200,72,25.08,-108.05,66.2,4.18
267,san patricio,0,MX,1483594158,100,19.22,-104.7,64.3,2.39
268,xai-xai,56,MZ,1483594374,98,-25.05,33.64,77.62,10.22
269,brae,0,GB,1483591800,100,60.4,-1.35,32.0,8.05
270,bud,75,US,1483592100,62,39.45,-86.18,19.4,11.41
271,port macquarie,75,AU,1483592400,61,-31.43,152.92,78.8,12.75
272,berlevag,80,NO,1483594292,100,70.86,29.09,17.99,10.56
273,hay river,90,CA,1483592400,92,60.82,-115.8,10.4,2.24
274,cam ranh,92,VN,1483594603,97,11.92,109.16,75.46,11.01
275,sao joao da barra,0,BR,1483593847,93,-21.64,-41.05,76.49,22.75
276,severo-kurilsk,88,RU,1483593995,100,50.68,156.12,29.11,30.58
277,new norfolk,75,AU,1483592400,68,-42.78,147.06,64.4,20.8
278,bilibino,0,RU,1483594604,0,68.05,166.44,-42.27,2.28
279,haines junction,68,CA,1483594242,61,60.75,-137.51,-4.87,1.95
280,lasa,90,IT,1483592100,92,46.62,10.7,19.4,13.87
281,bandarbeyla,88,SO,1483594421,100,9.49,50.81,76.0,19.51
282,astana,90,KZ,1483592400,92,51.18,71.45,28.4,17.9
283,huarmey,8,PE,1483594206,93,-10.07,-78.15,60.52,2.39
284,tiksi,8,RU,1483594312,0,71.69,128.87,-49.38,4.07
285,saskylakh,0,RU,1483594275,0,71.92,114.08,-60.36,3.18
286,meulaboh,100,ID,1483594388,100,4.14,96.13,76.0,14.92
287,bukama,36,CD,1483594381,86,-9.2,25.85,73.16,6.2
288,nikolskoye,75,RU,1483592400,70,59.68,30.67,-5.81,13.42
289,congonhas,20,BR,1483594318,87,-20.5,-43.86,65.92,6.08
290,katha,0,NP,1483594605,80,28.71,80.6,63.71,3.74
291,sao jose da coroa grande,68,BR,1483594538,97,-8.9,-35.15,75.46,7.99
292,sharanga,76,RU,1483594605,77,57.18,46.54,7.01,10.22
293,bambanglipuro,76,ID,1483594415,100,-7.95,110.28,80.54,3.4
294,okha,12,RU,1483594606,85,53.57,142.95,-5.32,10.67
295,kotido,0,UG,1483594606,40,2.98,34.13,72.49,10.56
296,oleksandrivka,64,UA,1483594607,84,48.96,32.23,28.57,12.57
297,klaebu,75,NO,1483591800,77,63.3,10.48,21.2,10.29
298,rancho palos verdes,90,US,1483592820,87,33.74,-118.39,57.2,2.62
299,richards bay,92,ZA,1483594253,100,-28.78,32.04,69.7,2.95
300,hyvinkaa,0,FI,1483591800,77,60.63,24.87,-0.41,14.99
301,gumrak,90,RU,1483592400,100,48.78,44.38,30.2,17.9
302,kruisfontein,64,ZA,1483594271,80,-34.0,24.73,72.22,7.54
303,mecca,0,SA,1483592400,77,21.43,39.83,68.0,3.62
304,pangnirtung,90,CA,1483588800,77,66.15,-65.71,1.4,2.95
305,gornopravdinsk,0,RU,1483594609,39,60.05,69.9,-25.57,5.53
306,ponta delgada,20,PT,1483592400,82,37.73,-25.67,60.8,5.82
307,griffith,75,US,1483592160,56,41.53,-87.42,17.6,12.75
308,baykit,76,RU,1483594610,79,61.67,96.37,-5.59,3.62
309,mitsamiouli,20,KM,1483592400,70,-11.38,43.28,84.2,2.24
310,sumedang,76,ID,1483594611,79,-7.0,108.03,77.08,2.17
311,dunedin,88,NZ,1483594186,71,-45.87,170.5,56.06,6.42
312,dankov,44,RU,1483594611,93,53.25,39.16,29.24,13.47
313,santa maria da vitoria,12,BR,1483594464,83,-13.39,-44.19,68.35,4.63
314,port said,0,EG,1483588800,93,31.26,32.28,50.0,4.7
315,wladyslawowo,75,PL,1483592400,68,54.79,18.4,24.8,19.46
316,vorobyevka,92,RU,1483594613,96,50.64,40.93,30.23,13.58
317,benicarlo,0,ES,1483594614,100,40.42,0.43,54.13,9.22
318,matadi,68,CD,1483594614,95,-5.82,13.45,76.13,3.51
319,thompson,75,CA,1483592400,75,55.74,-97.86,-13.01,5.82
320,constitucion,0,CL,1483593763,76,-35.33,-72.42,60.43,14.7
321,agua prieta,1,MX,1483592160,70,31.3,-109.57,46.4,5.82
322,teguise,0,ES,1483594615,99,29.06,-13.56,61.01,14.14
323,liverpool,0,GB,1483592400,92,53.41,-2.98,77.0,5.82
324,bonthe,0,SL,1483594615,79,7.53,-12.51,78.97,4.85
325,yelanskiy,56,RU,1483594616,73,56.84,62.5,-6.49,3.85
326,borba,32,BR,1483594347,95,-4.39,-59.59,75.68,2.17
327,caravelas,36,BR,1483594334,99,-17.71,-39.25,80.18,14.03
328,sao filipe,0,CV,1483593924,93,14.9,-24.5,75.01,13.47
329,muisne,92,EC,1483594616,97,0.6,-80.03,73.61,3.51
330,yaan,0,CN,1483594617,100,29.97,103.09,53.63,3.62
331,souillac,40,MU,1483592400,69,-20.52,57.52,82.4,8.05
332,guerrero negro,8,MX,1483593875,97,27.98,-114.06,54.67,8.43
333,turayf,0,SA,1483592400,74,31.67,38.66,33.8,4.7
334,vietri sul mare,90,IT,1483592100,96,40.67,14.73,44.6,17.22
335,semirom,0,IR,1483594292,19,31.42,51.57,39.64,3.18
336,grand river south east,40,MU,1483592400,69,-20.29,57.78,82.4,8.05
337,sitka,90,US,1483592400,74,57.05,-135.33,50.0,4.7
338,kasempa,80,ZM,1483594618,100,-13.46,25.83,65.69,5.64
339,priiskovyy,32,RU,1483594619,83,51.93,116.63,4.27,3.96
340,gerash,0,IR,1483592400,47,27.67,54.14,57.2,2.84
341,bubaque,0,GW,1483594620,100,11.28,-15.83,73.88,19.28
342,hambantota,36,LK,1483594337,100,6.12,81.12,80.81,5.97
343,la asuncion,32,VE,1483594399,95,11.03,-63.86,77.35,10.22
344,auki,56,SB,1483594361,100,-8.77,160.7,81.08,3.18
345,severo-yeniseyskiy,76,RU,1483594621,76,60.37,93.04,20.06,6.87
346,ribeira grande,32,PT,1483594236,100,38.52,-28.7,60.43,7.99
347,urumqi,75,CN,1483592400,92,43.8,87.6,8.6,2.24
348,vila velha,0,BR,1483592400,78,-20.33,-40.29,77.0,5.82
349,port hardy,5,CA,1483592400,85,50.7,-127.42,24.8,3.36
350,abu samrah,100,SY,1483594621,96,35.17,37.25,38.96,2.73
351,malakal,0,SS,1483594622,40,9.53,31.66,78.83,16.37
352,mayo,1,US,1483593060,34,38.89,-76.51,37.4,12.75
353,ikryanoye,0,RU,1483592400,92,46.09,47.73,24.8,4.47
354,garissa,0,KE,1483594623,69,-0.45,39.64,80.86,4.85
355,kyzyl-suu,88,UZ,1483594623,90,41.57,70.02,22.45,1.72
356,san jeronimo,92,PE,1483594624,96,-11.95,-75.28,39.1,1.83
357,moron,0,AR,1483592400,93,-34.65,-58.62,66.2,3.36
358,minamata,0,JP,1483592400,54,32.22,130.4,53.6,4.7
359,kaitangata,8,NZ,1483594267,68,-46.23,169.75,57.01,14.03
360,ahipara,8,NZ,1483594285,68,-35.17,173.17,67.04,12.46
361,ambon,40,ID,1483592400,83,-3.7,128.18,84.2,2.24
362,pevek,0,RU,1483594297,100,69.7,170.31,-25.21,9.66
363,comodoro rivadavia,0,AR,1483592400,100,-45.87,-67.5,46.4,10.29
364,zlatoustovsk,24,RU,1483594626,65,53.07,132.97,-10.32,2.62
365,lebowakgomo,40,ZA,1483592400,82,-24.2,29.5,59.0,6.93
366,konya,40,TR,1483591800,92,38.17,32.5,6.8,2.24
367,broome,90,AU,1483592400,62,-17.97,122.23,86.0,14.99
368,pisco,90,PE,1483592400,94,-13.7,-76.22,68.0,4.7
369,kenner,20,US,1483592100,71,29.99,-90.24,51.8,5.82
370,camacha,40,PT,1483592400,88,33.08,-16.33,62.6,11.41
371,deputatskiy,44,RU,1483594358,80,69.3,139.9,-39.66,2.84
372,sept-iles,90,CA,1483592940,92,50.2,-66.38,26.6,3.36
373,keetmanshoop,0,NA,1483588800,64,-26.58,18.13,73.4,4.41
374,seymchan,0,RU,1483594384,0,62.88,152.43,-46.5,2.73
375,coihaique,0,CL,1483588800,73,-45.58,-72.07,39.2,5.82
376,tungor,12,RU,1483594628,85,53.38,142.96,-5.32,10.67
377,el balyana,0,IN,1483594628,64,31.9,76.22,62.09,0.38
378,ban nahin,48,LA,1483594629,50,18.24,104.21,83.38,2.95
379,ranong,88,TH,1483594629,100,9.97,98.63,81.08,13.91
380,udachnyy,0,RU,1483594630,0,66.42,112.4,-44.74,2.62
381,nachingwea,76,TZ,1483594630,72,-10.38,38.77,79.15,4.41
382,tianpeng,0,CN,1483592400,82,30.99,103.94,55.4,4.47
383,bestobe,24,KZ,1483594631,91,52.5,73.1,25.42,13.24
384,thinadhoo,0,MV,1483594632,100,0.53,72.93,81.44,9.78
